;Number of Data;Title;Authors;Source;Year;T (K);p (kPa);xC2H6;xC3H8;xCO2;xCH4;xN2;xC4H10;xH2S;C2H6;C3H8;H2O in Aqueous Liquid;Nonpolar Liquid;H2O in Hydrate;Vapor;H2O in Hydrate sII;H2O in Hydrate sI;CO2;C4H10;Ice;N2;CH4;H2S
1423;Dataset 207;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;296.7;13962.0;0.0;0.0;0.0;0.9540000000000001;0.0;0.0;0.0;0;0;1;0;1;1;0;0;0;1;0;0;1;0
1424;Dataset 207;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;295.3;10583.0;0.0;0.0;0.0;0.9540000000000001;0.0;0.0;0.0;0;0;1;0;1;1;0;0;0;1;0;0;1;0
1425;Dataset 207;Natural Gas Hydrates at Pressures to 10,000 psia;McLeod, H. O. J.[Harry O. Jr.] and Campbell, J. M.;J. Petl Tech 222, 590-594;1961;294.6;7688.0;0.0;0.0;0.0;0.9540000000000001;0.0;0.0;0.0;0;0;1;0;1;1;0;0;0;1;0;0;1;0
1426;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;275.2;2080.0;0.0;0.0;0.0;0.0;0.0;0.0023;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1427;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;279.7;3440.0;0.0;0.0;0.0;0.0;0.0;0.0023;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1428;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;284.6;6010.0;0.0;0.0;0.0;0.0;0.0;0.0027;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1429;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;285.4;6190.0;0.0;0.0;0.0;0.0;0.0;0.0036;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1430;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;288.0;9690.0;0.0;0.0;0.0;0.0;0.0;0.0037;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1431;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;276.2;1810.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1432;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;285.3;5590.0;0.0;0.0;0.0;0.0;0.0;0.0043;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1433;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;282.0;3500.0;0.0;0.0;0.0;0.0;0.0;0.00456;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1434;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;280.9;3150.0;0.0;0.0;0.0;0.0;0.0;0.0046;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1435;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;286.2;5480.0;0.0;0.0;0.0;0.0;0.0;0.0054;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1436;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;275.4;1270.0;0.0;0.0;0.0;0.0;0.0;0.0082;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1437;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;280.0;2190.0;0.0;0.0;0.0;0.0;0.0;0.0082;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1438;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;283.5;3340.0;0.0;0.0;0.0;0.0;0.0;0.0082;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1439;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;287.4;5900.0;0.0;0.0;0.0;0.0;0.0;0.0082;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1440;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;290.9;10040.0;0.0;0.0;0.0;0.0;0.0;0.0082;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1441;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;274.4;950.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1442;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;277.7;1390.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1443;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;279.9;1800.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1444;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;283.2;2700.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1445;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;284.9;3470.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1446;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;287.5;4880.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1447;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;290.0;6950.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1448;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;274.4;703.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1449;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;277.8;1080.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1450;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;279.8;1390.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1451;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;283.3;2150.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1452;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;285.2;1740.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1453;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;287.2;3450.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1454;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;289.3;4560.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1455;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;293.6;10070.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1456;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;274.8;505.0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1457;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;280.4;1010.0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1458;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;284.5;1690.0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1459;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;288.5;2820.0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1460;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;274.0;304.0;0.0;0.0;0.0;0.0;0.0;0.152;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1461;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;278.9;564.0;0.0;0.0;0.0;0.0;0.0;0.152;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1462;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;283.4;1030.0;0.0;0.0;0.0;0.0;0.0;0.152;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1463;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;288.9;2030.0;0.0;0.0;0.0;0.0;0.0;0.152;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1464;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;273.9;208.0;0.0;0.0;0.0;0.0;0.0;0.28600000000000003;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1465;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;277.2;356.0;0.0;0.0;0.0;0.0;0.0;0.28600000000000003;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1466;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;279.2;477.0;0.0;0.0;0.0;0.0;0.0;0.28600000000000003;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1467;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;280.2;602.0;0.0;0.0;0.0;0.0;0.0;0.28600000000000003;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1468;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;282.7;786.0;0.0;0.0;0.0;0.0;0.0;0.28600000000000003;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1469;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;273.8;159.0;0.0;0.0;0.0;0.0;0.0;0.636;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1470;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;275.5;221.0;0.0;0.0;0.0;0.0;0.0;0.636;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1471;Dataset 841;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;276.9;284.0;0.0;0.0;0.0;0.0;0.0;0.636;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1472;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;277.0;254.0;0.0;0.0;0.0;0.0;0.0;0.6509999999999999;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1473;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;279.6;427.0;0.0;0.0;0.0;0.0;0.0;0.445;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1474;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;282.3;703.0;0.0;0.0;0.0;0.0;0.0;0.313;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1475;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;284.7;1030.0;0.0;0.0;0.0;0.0;0.0;0.23800000000000002;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1476;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;284.5;1540.0;0.0;0.0;0.0;0.0;0.0;0.182;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1477;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;290.8;2700.0;0.0;0.0;0.0;0.0;0.0;0.138;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1478;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;291.5;2970.0;0.0;0.0;0.0;0.0;0.0;0.135;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1479;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;293.2;3990.0;0.0;0.0;0.0;0.0;0.0;0.122;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1480;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;293.3;4100.0;0.0;0.0;0.0;0.0;0.0;0.12;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1481;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;294.8;5560.0;0.0;0.0;0.0;0.0;0.0;0.11199999999999999;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1482;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;295.3;5760.0;0.0;0.0;0.0;0.0;0.0;0.11;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1483;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;298.0;9990.0;0.0;0.0;0.0;0.0;0.0;0.15;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1484;Dataset 842;Three- and four-phase hydrate forming conditions in methane + isobutane + water;Wu, B. -J.[Bing-Jing], Robinson, D. B.[Donald B.] and Ng, H.-J.[Heng-Joo];J. Chem. Thermodyn. 8, 461-9;1976;298.6;11570.0;0.0;0.0;0.0;0.0;0.0;0.198;0.0;0;0;1;1;0;1;1;0;0;1;0;0;1;0
1485;Dataset 878;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;3099.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;1;0;0;1;0;1;0;1;0;0;1;0
1486;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;841.0;0.0;0.0;0.0;0.9490000000000001;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1487;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;461.0;0.0;0.0;0.0;0.919;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1488;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;268.0;0.0;0.0;0.0;0.792;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1489;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;234.0;0.0;0.0;0.0;0.725;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1490;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;210.0;0.0;0.0;0.0;0.632;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1491;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;180.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1492;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;156.0;0.0;0.0;0.0;0.313;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1493;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;136.0;0.0;0.0;0.0;0.172;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1494;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;134.0;0.0;0.0;0.0;0.15;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1495;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;133.0;0.0;0.0;0.0;0.124;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1496;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;132.0;0.0;0.0;0.0;0.091;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1497;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;131.0;0.0;0.0;0.0;0.086;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1498;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;131.0;0.0;0.0;0.0;0.076;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1499;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;131.0;0.0;0.0;0.0;0.073;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1500;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;129.0;0.0;0.0;0.0;0.066;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
1501;Dataset 879;Solid-Vapor Azeotropes in Hydrate-Forming Systems;Thakore, J.[Jashwantsinh] and Holder, G. D.[Gerald D.];I & EC Research 26, 462-469;1987;274.35;129.0;0.0;0.0;0.0;0.055999999999999994;0.0;0.0;0.0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
